Mobiliti azonosító	Töltőpont neve	Kapacitás	power_level	connection_type	Teljesítmény (Type 2)	Darab (Type 2)	Teljesítmény (CCS)	Darab (CCS)	Teljesítmény (CHAdeMO)	Darab (CHAdeMO)	Irányító szám	Település	Cím	GPS koordináták	price
13542	13542 - Budapest, Pesti út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1173	Budapest	Pesti út 168a.	47.480084, 19.254424	120 Ft/kWh
13543	13543 - Budapest, Nagyenyed utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1182	Budapest	Nagyenyed utca 2.	47.432711, 19.207034	120 Ft/kWh
13544	13544 - Budapest, Thököly út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1183	Budapest	Thököly út 3.	47.443617, 19.181269	120 Ft/kWh
13545	13545 - Budapest, Nemes utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1188	Budapest	Nemes utca 16.	47.40535, 19.188071	120 Ft/kWh
13546	13546 - Budapest, Hofherr Albert utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1194	Budapest	Hofherr Albert utca 42.	47.437229, 19.145064	120 Ft/kWh
13547	13547 - Budapest, Árpád utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1195	Budapest	Árpád utca 7.	47.453411, 19.149368	120 Ft/kWh
13548	13548 - Budapest, Vörösmarty út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1201	Budapest	Vörösmarty út	47.436213, 19.103243	120 Ft/kWh
13549	13549 - Budapest, Bíró Mihály utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1203	Budapest	Bíró Mihály utca 18.	47.439264, 19.102542	120 Ft/kWh
13550	13550 - Budapest, Kossuth Lajos utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1211	Budapest	Kossuth Lajos utca 105.	47.423872, 19.068619	120 Ft/kWh
13551	13551 - Budapest, II Rákóczi Ferenc utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1211	Budapest	II. Rákóczi Ferenc utca 69.	47.43318, 19.068019	120 Ft/kWh
13552	13552 - Budapest, Kossuth Lajos utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1212	Budapest	Kossuth Lajos utca 103.	47.424613, 19.070277	120 Ft/kWh
13553	13553 - Budapest, Anna utca (Leányka utca) - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1221	Budapest	Anna utca (Leányka utca)	47.43241, 19.036585	120 Ft/kWh
13554	13554 - Budapest, Városház tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	1221	Budapest	Városház tér 11.	47.426416, 19.040958	120 Ft/kWh
13555	13555 - Érd, Petőfi Sándor utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	2030	Érd	Petőfi Sándor utca 76.	47.383373, 18.905464	120 Ft/kWh
13556	13556 - Érd, Erkel Ferenc utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	2030	Érd	Erkel Ferenc utca 3.	47.38285, 18.921829	120 Ft/kWh
13557	13557 - Piliscsaba, Templom tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	2081	Piliscsaba	Templom tér 2.	47.6321, 18.825428	120 Ft/kWh
13558	13558 - Pilisvörösvár, Budai út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	2085	Pilisvörösvár	Budai út	47.615741, 18.920454	120 Ft/kWh
13559	13559 - Martonvásár, Kodály Zoltán utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	2462	Martonvásár	Kodály Zoltán utca 2.	47.314865, 18.786278	120 Ft/kWh
13560	13560 - Székesfehérvár, Király sor - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8000	Székesfehérvár	Király sor	47.196382, 18.419849	120 Ft/kWh
13561	13561 - Székesfehérvár, Mátyás Király körút - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8000	Székesfehérvár	Mátyás Király körút	47.191247, 18.407024	120 Ft/kWh
13562	13562 - Tatabánya, Turul utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	2800	Tatabánya	Turul utca	47.578762, 18.392744	120 Ft/kWh
13563	13563 - Salgótarján, Kassai sor - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	3100	Salgótarján	Kassai sor	48.105935, 19.806593	120 Ft/kWh
13564	13564 - Gyöngyös, Kármán József utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	3200	Gyöngyös	Kármán József utca	47.783894, 19.931548	120 Ft/kWh
13565	13565 - Miskolc, Palóczy László utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	3500	Miskolc	Palóczy László utca 7.	48.105203, 20.780602	120 Ft/kWh
13566	13566 - Miskolc, Dayka Gábor utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	3500	Miskolc	Dayka Gábor utca 2.	48.104309, 20.775662	120 Ft/kWh
13567	13567 - Nyíregyháza, Dob utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	4400	Nyíregyháza	Dob utca	47.96082, 21.712477	120 Ft/kWh
13568	13568 - Ajak, Hajnal utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	4524	Ajak	Hajnal utca	48.177878, 22.061802	120 Ft/kWh
13569	13569 - Szolnok, Városmajor út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	5000	Szolnok	Városmajor út 57.	47.181061, 20.206397	120 Ft/kWh
13570	13570 - Kecskemét, Deák Ferenc tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	6000	Kecskemét	Deák Ferenc tér 3.	46.906603, 19.689232	120 Ft/kWh
13571	13571 - Szeged, Kossuth Lajos sugárút - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	6724	Szeged	Kossuth Lajos sugárút 47.	46.260069, 20.140524	120 Ft/kWh
13572	13572 - Szeged, Petőfi Sándor sugárút - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	6725	Szeged	Petőfi Sándor sugárút 74.	46.244528, 20.133344	120 Ft/kWh
13573	13573 - Pécs, Berze Nagy János út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	7623	Pécs	Berze Nagy János út	46.064585, 18.202236	120 Ft/kWh
13574	13574 - Veszprém, Óváros tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8200	Veszprém	Óváros tér 20.	47.094451, 17.906943	120 Ft/kWh
13575	13575 - Nagykanizsa, Gábor Áron utca (Ipari park bejárat) - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8800	Nagykanizsa	Gábor Áron utca (Ipari park bejárat) 6.	46.466875, 17.000053	120 Ft/kWh
13576	13576 - Zalaegerszeg, ZalaZone fogadó épület - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8900	Zalaegerszeg	ZalaZone fogadó épület	46.889543, 16.837247	120 Ft/kWh
13577	13577 - Zalaegerszeg, ZalaZone szervíz épület - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8900	Zalaegerszeg	ZalaZone szervíz épület	46.891908, 16.831947	120 Ft/kWh
13578	13578 - Zalaegerszeg, Kosztolányi Dezső tér - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8900	Zalaegerszeg	Kosztolányi Dezső tér 27.	46.842003, 16.849123	120 Ft/kWh
13579	13579 - Zalaegerszeg, Budai Nagy Antal út - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	8900	Zalaegerszeg	Budai Nagy Antal út	46.847557, 16.845238	120 Ft/kWh
13580	13580 - Sopron, Kuruc krt (Szív utca) - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	9400	Sopron	Kuruc krt. (Szív utca)	47.677924, 16.602357	120 Ft/kWh
13581	13581 - Szombathely, Hollán Ernő utca - Mobiliti	2	2 x DC 22 kW	1 x CCS, 1 x CHAdeMO			22	1	22	1	9700	Szombathely	Hollán Ernő utca 3.	47.230341, 16.617939	120 Ft/kWh
14003	14003 - Komárom, Bem József utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2900	Komárom	Bem József utca 28.	47.741632, 18.133184	100 Ft/kWh
14004	14004 - Komárom, Szent László utca - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2900	Komárom	Szent László utca 16.	47.745664, 18.113332	100 Ft/kWh
14005	14005 - Oroszlány, Okmányiroda - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2840	Oroszlány	Fürst Sándor utca 29.	47.485291, 18.314742	100 Ft/kWh
14006	14006 - Oroszlány, Uszoda - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					2840	Oroszlány	Fő tér 1.	47.487126, 18.316958	100 Ft/kWh
14028	14028 - Nyíregyháza, Nagy Imre tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Nagy Imre tér 1.	47.95798, 21.718305	100 Ft/kWh
14029	14029 - Nyíregyháza, Nagy Imre tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Nagy Imre tér 1.	47.958012, 21.718311	100 Ft/kWh
14030	14030 - Nyíregyháza, Nagy Imre tér - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					4400	Nyíregyháza	Nagy Imre tér 1.	47.95804, 21.718323	100 Ft/kWh
14031	14031 - Budapest XI, Reál Élelmiszer Parkoló - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1116	Budapest	Kondorosi út 6.	47.450532, 19.041727	100 Ft/kWh
14032	14032 - Budapest XI, Reál Élelmiszer Parkoló - Mobiliti	2	2 x AC 22 kW	2 x Type 2	22	2					1116	Budapest	Kondorosi út 6.	47.450607, 19.041736	100 Ft/kWh
20001	20001 - Budapest, KÖKI Terminál Bevásárlóközpont - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	1191	Budapest	Vak Bottyán utca 75A	47.462973, 19.146101	100 Ft/perc
20002	20002 - Sormás, István Hotel - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	8881	Sormás	Külterület 28.	46.460687, 16.906901	AC 100 Ft/perc, DC 100 Ft/perc
20003	20003 - Sormás, István Hotel - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	8881	Sormás	Külterület 28.	46.46068, 16.906826	100 Ft/perc
20004	20004 - Balástya, Family Hotel - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	6764	Balástya	M5 147km	46.404266, 19.974262	AC 100 Ft/perc, DC 100 Ft/perc
20005	20005 - Decathlon Budaörs - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2040	Budaörs	Baross utca 146.	47.453439, 18.937072	100 Ft/perc
20006	20006 - Decathlon Dunakeszi - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2120	Dunakeszi	Pallag utca 3.	47.606854, 19.112295	100 Ft/perc
20007	20007 - Decathlon Székesfehérvár - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	8000	Székesfehérvár	Holland fasor 3.	47.149847, 18.427408	AC 100 Ft/perc, DC 100 Ft/perc
20008	20008 - Decathlon Miskolc - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	3527	Miskolc	József Attila utca 83.	48.106084, 20.834743	100 Ft/perc
20009	20009 - Decathlon Zalaegerszeg - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	8900	Zalaegerszeg	Balatoni út 5.	46.842794, 16.867104	100 Ft/perc
20010	20010 - Decathlon Kecskemét - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	6000	Kecskemét	Dunaföldvári út 2b	46.885165, 19.64027	AC 100 Ft/perc, DC 100 Ft/perc
20011	20011 - Decathlon Szombathely - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	9700	Szombathely	Bálványkő utca 3.	47.242387, 16.657137	100 Ft/perc
20012	20012 - Decathlon Dunaújváros - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2400	Dunaújváros	Kandó Kálmán tér 12.	46.962125, 18.906476	100 Ft/perc
20013	20013 - Decathlon Győr - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	9012	Győr	Királyszék út 31.	47.647104, 17.623542	AC 100 Ft/perc, DC 100 Ft/perc
20014	20014 - Decathlon Debrecen - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	4002	Debrecen	Balmazújvárosi út 11.	47.5433, 21.594333	100 Ft/perc
20015	20015 - Decathlon Csömör - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2141	Csömör	Határ út 6.	47.538763, 19.246129	100 Ft/perc
20016	20016 - Decathlon Maglód - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2234	Maglód	Kállai Pál utca 2.	47.460434, 19.338243	100 Ft/perc
20017	20017 - Tata, Gottwald Hotel - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2890	Tata	Fekete utca 1.	47.627323, 18.331821	100 Ft/perc
20018	20018 - M7Bistro Albapark - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	8000	Székesfehérvár	M7 autópálya 60. km, Fehérvári pihenő	47.177398, 18.476274	100 Ft/perc
20019	20019 - Szeged, Kossuth Lajos sugárút - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	6727	Szeged	Kossuth Lajos Sugárút  68.	46.2622004, 20.1359854	AC 100 Ft/perc, DC 100 Ft/perc
20020	20020 - Auchan Szeged - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	6728	Szeged	Zápor utca 4.	46.2747776, 20.1028292	AC 100 Ft/kWh, DC 100 Ft/perc
20021	20021 - Auchan Debrecen - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	4031	Debrecen	Kishatár utca 11.	47.5402542, 21.5856227	100 Ft/perc
20022	20022 - Auchan Fót - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2151	Fót	Fehérkő utca 1.	47.5822513, 19.1621639	100 Ft/perc
20023	20023 - Auchan Miskolc - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	3516	Miskolc	Pesti út 9.	48.057796, 20.7990182	100 Ft/perc
20025	20025 - Decathlon Hatvan - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	3000	Hatvan	Sport utca 2.	47.658442, 19.717654	AC 100 Ft/perc, DC 100 Ft/perc
20026	20026 - Dechatlon Budaörs - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	2040	Budaörs	Baross utca 146.	47.453349, 18.936645	AC 100 Ft/perc, DC 100 Ft/perc
20027	20027 - Békéscsaba, Andrássy út - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	5600	Békéscsaba	Andrássy út 46.	46.6748120, 21.0873070	AC 100 Ft/perc, DC 100 Ft/perc
20028	20028 - Baja, Mixtea - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	43	1	50	1	50	1	6500	Baja	Paprika utca 20.	46.181238, 18.974197	AC 100 Ft/perc, DC 100 Ft/perc
20033	20033 - Auchan Törökbálint - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2045	Törökbálint	Torbágy utca 1.	47.4396174, 18.8895297	100 Ft/perc
20034	20034 - Auchan Szigetszentmiklós - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2310	Szigetszentmiklós	Háros utca 120.	47.3824416, 19.0282026	100 Ft/perc
20035	20035 - Auchan Budaörs - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2040	Budaörs	Sport utca 4.	47.4540655, 18.9430854	100 Ft/perc
20036	20036 - Auchan Budakalász - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2045	Budakalász	Omszk park  1.	47.6122362, 19.0612384	100 Ft/perc
20037	20037 - Auchan Solymár - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2082	Solymár	Szent Flórián utca 2.	47.599009, 18.960870	100 Ft/perc
20038	20038 - Auchan Soroksár - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	1239	Budapest	Bevásárló utca 2.	47.420173, 19.156809	100 Ft/perc
20039	20039 - Auchan Maglód - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2234	Maglód	Eszterházy J. utca 1.	47.459331, 19.333555	100 Ft/perc
20040	20040 - Auchan Dunakeszi - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2120	Dunakeszi	Nádas utca 6.	47.606804, 19.115060	100 Ft/perc
20041	20041 - Auchan Székesfehérvár - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	8000	Székesfehérvár	Holland fasor 2.	47.14942, 18.431649	100 Ft/perc
20042	20042 - Auchan Szolnok - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	5000	Szolnok	Felső Szandai rét 1.	47.158609, 20.198022	100 Ft/perc
20043	20043 - Auchan Miskolc - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	3527	Miskolc	József Attila utca 87.	48.108355, 20.835196	100 Ft/perc
20044	20044 - Auchan Kecskemét - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	6000	Kecskemét	Dunaföldvári út 2.	46.887525, 19.634901	100 Ft/perc
20045	20045 - Auchan Csömör - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	2141	Csömör	Határ út 6.	47.540516, 19.242553	100 Ft/perc
20046	20046 - Auchan Óbuda - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	1033	Budapest	Szentendrei út 115.	47.560063, 19.04934	100 Ft/perc
20047	20047 - Mórahalom, Röszkei út - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	6782	Mórahalom	Röszkei út 12M	46.214594, 19.890799	AC 100 Ft/kWh, DC 100 Ft/perc
20048	20048 - Mórahalom, Szövetkezeti utca - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	6782	Mórahalom	Szövetkezeti utca 2M	46.215316, 19.892481	AC 100 Ft/kWh, DC 100 Ft/perc
20049	20049 - Paksi Atomerőmű - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	7030	Paks	Paksi Atomerőmű	46.574024, 18.849127	100 Ft/perc
20050	20050 - Balatonfüred, Rekreációs Központ - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	8230	Balatonfüred	Germering utca 19.	46.958795, 17.909377	100 Ft/perc
20051	20051 - Budapest, Széllkapu Mélygarázs - Mobiliti	3	2 x DC 25 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1024	Budapest	Kis Rókus utca 16-20.	47.510413, 19.028308	AC 100 Ft/kWh, DC 120 Ft/kWh
20052	20052 - Budapest, Széllkapu Mélygarázs - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1024	Budapest	Kis Rókus utca 16-20.	47.510222, 19.02868	AC 100 Ft/kWh, DC 100 Ft/perc
20053	20053 - Allee Bevásárlóközpont P3 - Mobiliti	3	2 x DC 25 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1117	Budapest	Október huszonharmadika utca 8-10.	47.474546, 19.048956	AC 100 Ft/kWh, DC 120 Ft/kWh
20054	20054 - Budapest, Széllkapu Mélygarázs - Mobiliti	3	2 x DC 25 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1024	Budapest	Kis Rókus utca 16-20.	47.5108546, 19.0275615	AC 100 Ft/kWh, DC 120 Ft/kWh
20055	20055 - Budapest, Széllkapu Mélygarázs - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1024	Budapest	Kis Rókus utca 16-20.	47.510631, 19.027952	AC 100 Ft/kWh, DC 100 Ft/perc
20057	20057 - Szikszó, Angel Petrol - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	3800	Szikszó	Avalon utca 4. - Angel Petrol	48.176465, 20.917493	100 Ft/perc
20059	20059 - Auchan Savoya park - Mobiliti	2	2 x DC 50 kW	1 x CCS, 1 x CHAdeMO			50	1	50	1	1117	Budapest	Hunyadi János út 19.	47.435132, 19.039216	100 Ft/perc
20501	20501 - Budapest, Groupama Aréna - Mobiliti	2	1 x DC 75 kW, 1 x AC 22 kW	1 x CCS, 1 x Type 2	22	1	75	1	75	1	1091	Budapest	Üllői út 129.	47.476475, 19.094569	AC 100 Ft/perc, DC 100 Ft/perc
23001	23001 - Budapest, Mechwart tér - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	1024	Budapest	Mechwart tér	47.511544, 19.031466	AC 100 Ft/kWh, DC 100 Ft/perc
23002	23002 - Sopron, Révai Miklós út - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	9400	Sopron	Révai Miklós út	47.694058, 16.578055	AC 100 Ft/kWh, DC 100 Ft/perc
23003	23003 - Tamási, Szabadság utca - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	7090	Tamási	Szabadság utca	46.636416, 18.281638	AC 100 Ft/kWh, DC 100 Ft/perc
23004	23004 - Budapest, M3 Szilas pihenő - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	1152	Budapest	Szilas pihenő M3	47.566198, 19.147583	AC 100 Ft/kWh, DC 100 Ft/perc
23005	23005 - Székesfehérvár, Huszár utca - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	8000	Székesfehérvár	Huszár utca	47.190141, 18.425153	AC 100 Ft/kWh, DC 100 Ft/perc
23006	23006 - Keszthely, Skála köz - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	8360	Keszthely	Skála köz 	46.768707, 17.247343	AC 100 Ft/kWh, DC 100 Ft/perc
23007	23007 - Nyíregyháza, Szabadság tér - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	4400	Nyíregyháza	Szabadság tér	47.957228, 21.719411	AC 100 Ft/kWh, DC 100 Ft/perc
23008	23008 - Dunaújváros, Martinovics Ignác út - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	2400	Dunaújváros	Martinovics Ignác út	46.974436, 18.934917	AC 100 Ft/kWh, DC 100 Ft/perc
23009	23009 - Eger, Knézich Károly utca - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	3300	Eger	Knézich Károly utca	47.904887, 20.376224	AC 100 Ft/kWh, DC 100 Ft/perc
23010	23010 - Tokaj, Csokonai út - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	3910	Tokaj	Csokonai út	48.112541, 21.412592	AC 100 Ft/kWh, DC 100 Ft/perc
23011	23011 - Kiskunhalas, Bethlen Gábor tér - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	6400	Kiskunhalas	Bethlen Gábor tér	46.430354, 19.481483	AC 100 Ft/kWh, DC 100 Ft/perc
23012	23012 - Nagykanizsa, Hevesi Sándor út - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	8800	Nagykanizsa	Hevesi Sándor út	46.459301, 17.009777	AC 100 Ft/kWh, DC 100 Ft/perc
23013	23013 - Pécs, Lahti utca - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	7600	Pécs	Lahti utca	46.041105, 18.214032	AC 100 Ft/kWh, DC 100 Ft/perc
